#TAXONOMY,Kindom,Phylum,Class,Order,Family,Genus,Species
541135,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
1075891,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
144291,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Roseococcus, 
370584,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, 
229949,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Chryseobacterium, 
895390,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
761220,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, , 
4390075,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
545772,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
934614,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4445508,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Veillonella, 
585052,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Aggregatibacter, segnis
4340753,Bacteria, Cyanobacteria, Chloroplast, , , , 
354839,Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, , 
1088305,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
177515,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Roseburia, 
967148,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
334370,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, 
2752360,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Idiomarinaceae, , 
1039584,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
55384,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, , 
12574,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces, 
4317009,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, 
503372,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
493382,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
171996,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, aminovorans
503394,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
4474226,Bacteria, Proteobacteria, Deltaproteobacteria, MIZ46, , , 
770475,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
4344483,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, aminovorans
686900,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Oribacterium, 
292289,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
1015143,Bacteria, Firmicutes, Bacilli, Gemellales, Gemellaceae, , 
261705,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Brevibacteriaceae, Brevibacterium, 
812381,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, , 
989315,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
175397,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Coprococcus, 
952534,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, parainfluenzae
535196,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, , 
1943669,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Faecalibacterium, prausnitzii
4336072,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, , 
898755,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
69933,Bacteria, Actinobacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, 
4432891,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
287691,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, , 
4465561,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, melaninogenica
179343,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, S24-7, , 
1133201,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, veronii
17261,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, multihospitium
1111944,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, 
442533,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
196296,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, copri
4413917,Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Trichococcus, 
912082,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
1136863,Bacteria, Proteobacteria, Betaproteobacteria, , , , 
1106391,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, 
1126544,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, , 
1023075,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Veillonella, 
101215,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Cryomorphaceae, , 
4332000,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
24734,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, 
4459634,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, 
4297955,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Selenomonas, 
308787,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, 
503197,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
177207,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
4382476,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
73538,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Brevibacteriaceae, Brevibacterium, 
191718,Bacteria, Firmicutes, Erysipelotrichi, Erysipelotrichales, Erysipelotrichaceae, , 
244132,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum, 
224886,Bacteria, OD1, ZB2, , , , 
1124499,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, 
614860,Bacteria, Proteobacteria, Betaproteobacteria, , , , 
4332287,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4359586,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
545507,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
566233,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces, 
978664,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Mycobacteriaceae, Mycobacterium, 
360635,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
3880044,Bacteria, Cyanobacteria, Chloroplast, Streptophyta, , , 
1114884,Bacteria, OD1, ZB2, , , , 
60374,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, 
759349,Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, casseliflavus
511461,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, 
4409759,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, 
561935,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces, 
1097113,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
140764,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, 
1020410,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
909726,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
2914680,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, parainfluenzae
179807,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, 
4404109,Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfotomaculum, 
153997,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, 
1094701,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, epidermidis
4316205,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, [Chromatiaceae], Alishewanella, 
940666,Bacteria, TM7, TM7-1, , , , 
1055132,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, epidermidis
4093636,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, 
242177,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter, 
937728,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
3020733,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
4334438,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, , 
323473,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Coprococcus, 
817254,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Erwinia, dispersa
215095,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Microbacterium, 
1136215,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, 
215097,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Sutterella, 
4130483,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, epidermidis
941438,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4369035,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
818468,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, 
918941,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Moraxella, 
1112793,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
4318710,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
372473,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Erwinia, soli
652823,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, , 
113581,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
4318098,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Veillonella, dispar
4409905,Bacteria, Acidobacteria, [Chloracidobacteria], RB41, Ellin6075, , 
1106732,Bacteria, TM7, TM7-1, , , , 
141564,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, , 
972955,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
261123,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, , 
152978,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, , 
1051939,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
4093791,Bacteria, Firmicutes, Clostridia, Clostridiales, [Mogibacteriaceae], , 
4365281,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
4404819,Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, 
877991,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces, 
270649,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus, 
498355,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
578911,Bacteria, Firmicutes, Bacilli, Bacillales, [Exiguobacteraceae], Exiguobacterium, 
220524,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Nakamurellaceae, , 
328680,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
518372,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Faecalibacterium, prausnitzii
250626,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Luteibacter, rhizovicinus
4396516,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
614083,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
4303981,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Facklamia, 
4404498,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Hymenobacter, 
455027,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
3061119,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
4398543,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, 
4391363,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
1065044,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
972620,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, , 
820315,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
862136,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Porphyromonas, 
1105388,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, , 
4354039,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
4458709,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, , 
4348101,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rubellimicrobium, 
767142,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Rhodoferax, 
177421,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, 
4374118,Bacteria, Firmicutes, Bacilli, Lactobacillales, , , 
790384,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, , 
1093945,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Mycobacteriaceae, Mycobacterium, 
993769,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, epidermidis
930873,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
4472050,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, , 
996970,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
975341,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Geodermatophilaceae, , 
820798,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, 
377874,Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, , 
820796,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Erwinia, 
143944,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, 
534812,Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophorhabdaceae, , 
64384,Bacteria, Firmicutes, Bacilli, Lactobacillales, Leuconostocaceae, , 
851682,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
293717,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, copri
13493,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
386899,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, haemolyticus
4483895,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, , 
1079742,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Finegoldia, 
254610,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Sporichthyaceae, , 
931121,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
4429854,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, , 
387053,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Idiomarinaceae, , 
3133081,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, , 
823202,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, 
1139336,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Amaricoccus, 
368293,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
1063513,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Nocardioidaceae, , 
3746876,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, mitochondria, , 
60332,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
580916,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium, stygium
4438564,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
495052,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Peptoniphilus, 
113684,Bacteria, Cyanobacteria, Chloroplast, Streptophyta, , , 
186010,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Oceanospirillaceae, Marinomonas, 
996487,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, epidermidis
690065,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Porphyromonas, 
164430,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
4448331,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
176312,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
2061560,Bacteria, GN02, BD1-5, , , , 
712917,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Helcococcus, 
1025155,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
3908642,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
818092,Bacteria, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Ureaplasma, 
4374753,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Veillonella, dispar
4347599,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, metschnikovii
408733,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
966091,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Geodermatophilaceae, Modestobacter, 
456825,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
543416,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter, 
699789,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, 
168712,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, , 
826250,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, 
1040009,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
